Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type Num,Strain [minNm]
L,303.3,312.2,1506,40.0,50,0,0,0,0,0,0,0,2000.0
L,303.4,312.2,1337,69.4,52,1,0,0,1,0,0,0,3608.8
L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0,0,2959.2
M,303.4,312.2,1615,35.7,56,0,0,0,0,0,0,1,1999.2000000000003
M,303.4,312.2,1972,23.5,59,0,0,0,0,0,0,1,1386.5
H,303.4,312.3,1522,42.1,62,0,0,0,0,0,0,2,2610.2000000000003
L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,0,2050.2000000000003
L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0,0,2484.0
M,303.5,312.3,1543,33.3,71,0,0,0,0,0,0,1,2364.2999999999997
L,303.5,312.3,1584,35.2,74,0,0,0,0,0,0,0,2604.8
L,303.5,312.4,1340,44.5,76,0,0,0,0,0,0,0,3382.0
L,303.4,312.3,1663,33.9,78,0,0,0,0,0,0,0,2644.2
M,303.3,312.1,1693,30.0,80,0,0,0,0,0,0,1,2400.0
L,303.3,312.1,1418,44.7,83,0,0,0,0,0,0,0,3710.1000000000004
H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,2,3127.9999999999995
L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,0,3221.9999999999995
L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,0,3937.6
L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,0,6636.4
L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,0,3715.2000000000003
M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,1,2949.8
L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0,0,6302.4
L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,0,4068.5
M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0,1,3307.5
L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0,0,3693.6000000000004
H,303.6,312.6,1436,42.0,110,0,0,0,0,0,0,2,4620.0
M,303.6,312.7,1765,27.5,115,0,0,0,0,0,0,1,3162.5
L,303.6,312.7,1418,44.1,118,0,0,0,0,0,0,0,5203.8
M,303.7,312.7,1669,31.7,120,0,0,0,0,0,0,1,3804.0
L,303.7,312.7,1395,53.9,123,0,0,0,0,0,0,0,6629.7
M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,1,5212.5
M,303.8,312.7,1555,33.4,128,0,0,0,0,0,0,1,4275.2
M,303.8,312.7,1919,20.2,131,0,0,0,0,0,0,1,2646.2
L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0,0,4904.400000000001
M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0,1,7289.6
L,303.7,312.5,1670,26.1,139,0,0,0,0,0,0,0,3627.9
L,303.7,312.6,1702,29.1,141,0,0,0,0,0,0,0,4103.1
M,303.8,312.5,1366,45.1,143,0,0,0,0,0,0,1,6449.3
M,303.8,312.5,2344,15.2,146,0,0,0,0,0,0,1,2219.2
M,303.8,312.6,1768,23.9,149,0,0,0,0,0,0,1,3561.1
L,303.8,312.5,1523,47.0,152,0,0,0,0,0,0,0,7144.0
L,303.8,312.6,1735,25.9,154,0,0,0,0,0,0,0,3988.6
L,303.9,312.7,1339,62.3,156,0,0,0,0,0,0,0,9718.8
L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0,0,3839.4
M,304.0,312.7,1456,51.2,160,0,0,0,0,0,0,1,8192.0
L,303.9,312.7,1789,24.4,163,0,0,0,0,0,0,0,3977.2
L,303.9,312.7,1602,33.9,165,0,0,0,0,0,0,0,5593.5
M,303.8,312.7,1364,49.3,167,0,0,0,0,0,0,1,8233.1
L,303.8,312.6,1793,28.1,170,0,0,0,0,0,0,0,4777.0
L,303.9,312.6,1426,53.4,172,0,0,0,0,0,0,0,9184.8
M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,1,7534.2
L,303.9,312.7,1528,38.4,177,0,0,0,0,0,0,0,6796.8
L,303.8,312.6,1565,36.0,179,0,0,0,0,0,0,0,6444.0
L,303.8,312.7,1838,27.8,181,0,0,0,0,0,0,0,5031.8
H,303.8,312.6,1811,24.9,183,0,0,0,0,0,0,2,4556.7
L,303.8,312.7,1461,38.2,188,0,0,0,0,0,0,0,7181.6
L,303.8,312.7,1414,41.7,190,0,0,0,0,0,0,0,7923.000000000001
L,303.7,312.7,1426,45.5,192,0,0,0,0,0,0,0,8736.0
L,303.7,312.7,1359,56.8,194,1,0,0,0,1,0,0,11019.199999999999
L,303.7,312.7,1540,44.8,196,0,0,0,0,0,0,0,8780.8
L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,0,9444.6
M,303.7,312.7,1612,36.3,200,0,0,0,0,0,0,1,7259.999999999999
M,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,1,6455.400000000001
M,303.7,312.8,1558,37.7,206,0,0,0,0,0,0,1,7766.200000000001
L,303.7,313.0,1811,24.3,209,0,0,0,0,0,0,0,5078.7
L,303.8,313.1,1869,25.8,211,0,0,0,0,0,0,0,5443.8
L,303.8,313.1,1256,58.7,213,1,0,0,0,1,0,0,12503.1
M,303.8,313.0,1789,23.5,215,0,0,0,0,0,0,1,5052.5
L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0,0,0.0
M,303.7,313.0,1303,54.4,2,0,0,0,0,0,0,1,108.8
L,303.8,313.1,2497,13.0,5,1,0,0,1,0,0,0,65.0
L,303.9,313.2,1499,37.4,7,0,0,0,0,0,0,0,261.8
L,303.9,313.2,1393,46.5,9,0,0,0,0,0,0,0,418.5
M,303.9,313.0,1475,41.0,11,0,0,0,0,0,0,1,451.0
L,303.8,312.9,1573,34.6,14,0,0,0,0,0,0,0,484.40000000000003
L,303.8,312.9,1819,23.7,16,0,0,0,0,0,0,0,379.2
M,303.5,312.6,1642,29.4,18,0,0,0,0,0,0,1,529.1999999999999
L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,0,835.8
M,303.6,312.8,1400,43.2,23,0,0,0,0,0,0,1,993.6
M,303.6,312.8,2659,11.4,26,1,0,0,1,0,0,1,296.40000000000003
M,303.6,312.8,1825,25.2,29,0,0,0,0,0,0,1,730.8
M,303.7,312.9,1532,41.3,32,0,0,0,0,0,0,1,1321.6
L,303.7,312.8,1832,23.6,35,0,0,0,0,0,0,0,826.0
M,303.6,312.7,2174,17.6,37,0,0,0,0,0,0,1,651.2
L,303.7,312.8,1627,31.7,40,0,0,0,0,0,0,0,1268.0
L,303.7,312.8,1437,51.3,42,0,0,0,0,0,0,0,2154.6
L,303.7,312.8,1364,46.3,44,0,0,0,0,0,0,0,2037.1999999999998
M,303.7,312.9,1444,52.7,46,0,0,0,0,0,0,1,2424.2000000000003
M,303.7,312.8,1366,47.3,49,0,0,0,0,0,0,1,2317.7
L,303.8,312.9,1442,48.3,52,0,0,0,0,0,0,0,2511.6
H,303.7,312.8,1488,42.8,54,0,0,0,0,0,0,2,2311.2
L,303.7,312.8,1523,40.7,59,0,0,0,0,0,0,0,2401.3
L,303.7,312.8,1543,38.3,61,0,0,0,0,0,0,0,2336.2999999999997
M,303.7,312.8,1634,33.8,63,0,0,0,0,0,0,1,2129.3999999999996
M,303.8,312.9,1815,27.8,66,0,0,0,0,0,0,1,1834.8
M,303.8,312.9,1594,35.2,69,0,0,0,0,0,0,1,2428.8
L,303.8,313.0,1452,38.6,72,0,0,0,0,0,0,0,2779.2000000000003
L,303.9,313.0,1759,28.4,74,0,0,0,0,0,0,0,2101.6
L,303.9,313.0,1408,47.5,76,0,0,0,0,0,0,0,3610.0
L,303.9,313.0,1483,45.0,78,0,0,0,0,0,0,0,3510.0
M,303.9,313.0,1620,36.6,80,0,0,0,0,0,0,1,2928.0
M,304.0,313.1,1466,39.5,83,0,0,0,0,0,0,1,3278.5
L,304.1,313.1,1556,36.3,86,0,0,0,0,0,0,0,3121.7999999999997
L,304.0,313.0,1350,61.1,88,0,0,0,0,0,0,0,5376.8
L,304.0,313.1,1404,47.1,90,0,0,0,0,0,0,0,4239.0
M,304.0,313.0,1575,34.5,92,0,0,0,0,0,0,1,3174.0
L,303.9,313.1,1639,29.0,95,0,0,0,0,0,0,0,2755.0
M,303.9,313.1,1473,42.8,97,0,0,0,0,0,0,1,4151.599999999999
L,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,0,4000.0
L,304.0,313.3,1294,54.6,102,0,0,0,0,0,0,0,5569.2
M,303.9,313.2,1630,29.3,104,0,0,0,0,0,0,1,3047.2000000000003
M,303.9,313.2,1624,39.8,107,0,0,0,0,0,0,1,4258.599999999999
M,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,1,5313.0
M,303.8,313.0,1514,45.0,113,0,0,0,0,0,0,1,5085.0
M,304.0,313.1,1694,31.4,116,0,0,0,0,0,0,1,3642.3999999999996
L,304.0,313.1,1564,50.9,119,0,0,0,0,0,0,0,6057.099999999999
M,303.9,313.1,1514,41.1,121,0,0,0,0,0,0,1,4973.1
M,304.0,313.2,1500,40.6,124,0,0,0,0,0,0,1,5034.400000000001
L,304.0,313.2,1615,37.8,127,0,0,0,0,0,0,0,4800.599999999999
M,304.1,313.2,1586,41.1,129,0,0,0,0,0,0,1,5301.900000000001
L,304.1,313.3,1732,28.5,132,0,0,0,0,0,0,0,3762.0
H,304.1,313.3,1689,32.5,134,0,0,0,0,0,0,2,4355.0
H,304.1,313.2,1586,34.6,139,0,0,0,0,0,0,2,4809.400000000001
L,304.0,313.2,1314,47.1,144,0,0,0,0,0,0,0,6782.400000000001
L,304.1,313.2,1569,35.8,146,0,0,0,0,0,0,0,5226.799999999999
L,304.1,313.2,1468,39.4,148,0,0,0,0,0,0,0,5831.2
L,304.1,313.2,1412,47.5,150,0,0,0,0,0,0,0,7125.0
M,304.1,313.2,1510,46.9,152,0,0,0,0,0,0,1,7128.8
M,304.1,313.2,1410,42.4,155,0,0,0,0,0,0,1,6572.0
M,304.1,313.3,1680,29.3,158,0,0,0,0,0,0,1,4629.400000000001
H,304.0,313.2,1271,68.6,161,1,0,0,1,0,0,2,11044.599999999999
H,304.0,313.1,1472,45.5,166,0,0,0,0,0,0,2,7553.0
H,304.0,313.0,1701,30.4,171,0,0,0,0,0,0,2,5198.4
L,303.9,313.0,1480,39.9,176,0,0,0,0,0,0,0,7022.4
L,303.9,313.0,1433,48.4,178,0,0,0,0,0,0,0,8615.199999999999
L,303.8,312.9,1514,34.3,180,0,0,0,0,0,0,0,6173.999999999999
L,303.8,312.9,1619,35.7,182,0,0,0,0,0,0,0,6497.400000000001
H,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,2,8390.4
M,303.9,312.9,1430,53.5,189,0,0,0,0,0,0,1,10111.5
L,303.8,312.9,1367,49.9,192,0,0,0,0,0,0,0,9580.8
L,303.9,312.9,1526,42.5,194,0,0,0,0,0,0,0,8245.0
L,303.9,312.8,1419,47.9,196,0,0,0,0,0,0,0,9388.4
L,304.0,312.8,1542,42.7,198,0,0,0,0,0,0,0,8454.6
L,304.0,312.9,1363,62.5,200,1,0,0,0,1,0,0,12500.0
L,304.0,312.9,1313,53.9,202,0,0,0,0,0,0,0,10887.8
H,304.0,312.9,1495,46.6,0,0,0,0,0,0,0,2,0.0
L,304.0,313.0,1407,42.1,5,0,0,0,0,0,0,0,210.5
L,304.1,313.0,1566,37.2,7,0,0,0,0,0,0,0,260.40000000000003
L,304.1,313.1,1550,30.9,9,0,0,0,0,0,0,0,278.09999999999997
M,304.2,313.2,1396,50.5,11,0,0,0,0,0,0,1,555.5
M,304.3,313.3,1540,39.0,14,0,0,0,0,0,0,1,546.0
M,304.2,313.2,1380,48.7,17,0,0,0,0,0,0,1,827.9000000000001
M,304.2,313.1,1608,31.1,20,0,0,0,0,0,0,1,622.0
H,304.2,313.0,1442,40.9,23,0,0,0,0,0,0,2,940.6999999999999
L,304.1,313.0,1408,45.3,28,0,0,0,0,0,0,0,1268.3999999999999
M,304.0,313.0,1454,46.8,30,0,0,0,0,0,0,1,1404.0
L,304.1,313.1,1666,34.6,33,0,0,0,0,0,0,0,1141.8
L,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,0,1631.0
L,304.2,313.2,1464,44.9,37,0,0,0,0,0,0,0,1661.3
L,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,0,971.0999999999999
M,304.3,313.4,1482,43.8,41,0,0,0,0,0,0,1,1795.8
M,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,1,2411.2
L,304.2,313.3,1410,51.6,47,0,0,0,0,0,0,0,2425.2000000000003
M,304.1,313.3,1494,39.0,49,0,0,0,0,0,0,1,1911.0
H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,2,2256.7999999999997
L,304.1,313.1,1327,54.1,57,0,0,0,0,0,0,0,3083.7000000000003
L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,0,1227.2
M,304.0,313.0,1377,56.0,61,0,0,0,0,0,0,1,3416.0
L,304.0,313.0,1541,45.9,64,0,0,0,0,0,0,0,2937.6
M,304.0,313.0,1685,28.2,66,0,0,0,0,0,0,1,1861.2
L,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,0,2829.0
M,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,1,3351.2000000000003
M,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,1,3011.8
L,303.9,313.2,1345,48.2,77,0,0,0,0,0,0,0,3711.4
M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,1,3207.4
M,304.0,313.3,1415,52.8,82,0,0,0,0,0,0,1,4329.599999999999
M,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,1,3892.9999999999995
M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0,1,3511.2
H,304.2,313.5,1627,32.2,91,0,0,0,0,0,0,2,2930.2000000000003
L,304.2,313.4,1457,49.4,96,0,0,0,0,0,0,0,4742.4
L,304.2,313.4,1475,40.2,98,0,0,0,0,0,0,0,3939.6000000000004
L,304.2,313.5,1438,50.1,100,0,0,0,0,0,0,0,5010.0
M,304.2,313.5,1437,47.2,102,0,0,0,0,0,0,1,4814.400000000001
M,304.1,313.4,1518,42.4,105,0,0,0,0,0,0,1,4452.0
M,304.1,313.5,1587,33.6,108,0,0,0,0,0,0,1,3628.8
L,304.1,313.4,1399,43.7,111,0,0,0,0,0,0,0,4850.700000000001
L,304.1,313.5,1469,44.6,113,0,0,0,0,0,0,0,5039.8
L,304.1,313.4,1374,56.6,115,0,0,0,0,0,0,0,6509.0
L,304.0,313.3,1519,36.7,117,0,0,0,0,0,0,0,4293.900000000001
L,303.9,313.2,1540,44.4,119,0,0,0,0,0,0,0,5283.599999999999
L,303.9,313.3,1394,51.6,121,0,0,0,0,0,0,0,6243.6
M,304.0,313.4,1389,45.8,123,0,0,0,0,0,0,1,5633.4
M,304.0,313.5,1732,26.2,126,0,0,0,0,0,0,1,3301.2
L,304.1,313.6,1556,37.4,129,0,0,0,0,0,0,0,4824.599999999999
M,304.1,313.6,1441,43.7,131,0,0,0,0,0,0,1,5724.700000000001
L,304.1,313.6,1382,46.7,134,0,0,0,0,0,0,0,6257.8
M,304.2,313.8,1481,44.9,136,0,0,0,0,0,0,1,6106.4
M,304.2,313.7,2113,18.4,139,0,0,0,0,0,0,1,2557.6
L,304.2,313.8,1401,53.9,142,0,0,0,0,0,0,0,7653.8
L,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,0,4521.599999999999
M,304.2,313.6,1512,33.4,146,0,0,0,0,0,0,1,4876.4
L,304.2,313.6,1411,46.0,149,0,0,0,0,0,0,0,6854.0
M,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,1,6598.700000000001
L,304.2,313.6,1469,40.0,154,0,0,0,0,0,0,0,6160.0
H,304.2,313.5,1684,29.8,156,0,0,0,0,0,0,2,4648.8
M,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,1,6649.299999999999
M,304.2,313.5,1557,37.3,164,0,0,0,0,0,0,1,6117.2
M,304.3,313.5,1416,48.1,167,0,0,0,0,0,0,1,8032.7
L,304.3,313.5,1802,25.4,170,0,0,0,0,0,0,0,4318.0
M,304.3,313.5,2245,15.1,172,0,0,0,0,0,0,1,2597.2
L,304.2,313.4,1434,42.5,175,0,0,0,0,0,0,0,7437.5
M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0,1,5009.1
L,304.2,313.3,1668,35.7,180,0,0,0,0,0,0,0,6426.000000000001
L,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,0,7989.8
L,304.1,313.3,1415,50.0,184,0,0,0,0,0,0,0,9200.0
L,304.1,313.2,1824,25.8,186,0,0,0,0,0,0,0,4798.8
L,304.1,313.3,1438,45.5,188,0,0,0,0,0,0,0,8554.0
L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0,0,4655.0
L,304.2,313.4,1735,28.9,192,0,0,0,0,0,0,0,5548.799999999999
L,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,0,7119.8
M,304.3,313.6,1489,40.3,196,0,0,0,0,0,0,1,7898.799999999999
M,304.4,313.6,1510,38.9,199,0,0,0,0,0,0,1,7741.099999999999
M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,1,6484.200000000001
L,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,0,7175.0
L,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,0,0.0
M,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,1,84.0
L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,0,167.5
L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,0,230.29999999999998
L,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,0,350.09999999999997
L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,0,422.4
L,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,0,560.3000000000001
L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,0,622.5
L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,0,506.6
L,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,0,1064.0
L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,0,266.7
L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,0,729.1
L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,0,940.0
H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,2,1007.0999999999999
L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,0,1324.8
H,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,2,1686.4
L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,0,1961.6999999999998
L,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,0,1804.0
L,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,0,2154.3
M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,1,850.4999999999999
L,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,0,2203.2
M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,1,1175.0
M,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,1,1701.3000000000002
L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,0,2430.4
H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,2,2401.2
L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,0,2060.1000000000004
H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,2,1924.0
L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,0,2793.0
M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,1,2764.7999999999997
M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,1,4087.5
L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,0,2199.6
M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,1,2248.0
M,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,1,3967.3999999999996
L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,0,2038.2
M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,1,2384.8
H,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,2,4841.2
H,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,2,4137.6
M,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,1,4322.799999999999
L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,0,4024.8
L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,0,3042.2
L,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,0,3445.2
M,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,1,2475.0
L,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,0,4791.2
L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,0,2426.5
L,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,0,1755.0
L,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,0,4248.3
L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,0,3702.6000000000004
M,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,1,5768.7
L,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,0,6048.0
L,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,0,5888.0
L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,0,8177.0
H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,2,5253.599999999999
M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,1,4712.8
L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,0,5152.0
H,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,2,5112.0
H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,2,5262.599999999999
L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,0,8101.599999999999
L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,0,6160.0
L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,0,9157.2
M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,1,7473.4
L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,0,8227.1
M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,1,4971.5
L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,0,3718.3999999999996
L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,0,7274.4
H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,2,4692.0
M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,1,7227.499999999999
L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,0,5215.400000000001
M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,1,6930.0
L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,0,7777.5
L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,0,9916.0
L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,0,8545.9
M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,1,8183.7
L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,0,7142.400000000001
M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,1,8283.800000000001
M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,1,10204.599999999999
M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,1,9580.0
L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,0,7551.6
L,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,0,12279.5
L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,0,6810.299999999999
L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,0,6562.599999999999
L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,0,0.0
M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,1,94.4
L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,0,159.5
M,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,1,377.3
L,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,0,483.0
L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,0,493.20000000000005
M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,1,859.6
H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,2,453.9
M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,1,409.20000000000005
L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,0,1055.0
L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,0,1560.6
L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,0,1313.6999999999998
L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,0,1553.1000000000001
M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,1,1353.0
L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,0,1634.3999999999999
L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,0,1607.3999999999999
L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,0,1764.0
L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,0,1218.0
L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,0,1232.0
L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,0,1306.3999999999999
L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,0,2275.2
L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,0,1739.9999999999998
L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,0,1643.2
L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,0,2068.2
L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,0,2296.0
L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,0,2221.3999999999996
M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,1,1296.0
M,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,1,2513.7
L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,0,3491.4
M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,1,3692.3999999999996
L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,0,4224.5
L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,0,2941.8999999999996
L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,0,1770.0
M,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,1,3996.2999999999997
L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,0,4128.0
L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,0,3157.0
M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,1,3754.8
L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,0,3210.2999999999997
M,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,1,4102.900000000001
L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,0,3293.6
L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,0,4126.599999999999
L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,0,2140.8
L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,0,5233.2
M,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,1,2330.0
M,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,1,3986.1000000000004
M,303.5,312.9,1438,42.8,106,0,0,0,0,0,0,1,4536.799999999999
L,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,0,5896.900000000001
L,303.5,312.9,1504,44.8,111,0,0,0,0,0,0,0,4972.799999999999
L,303.5,312.9,1275,64.4,113,0,0,0,0,0,0,0,7277.200000000001
L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,0,4565.5
M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0,1,4469.400000000001
L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0,0,5292.0
L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0,0,3769.7999999999997
